[0 0 0 0],[1.89719960e-08 2.41156168e-08 2.45907652e-08 1.88812728e-08]
[3 0 0 0],[3.46404964e-08 3.36525759e-08 2.47864622e-08 3.57564356e-08]
[1 0 0 0],[3.26308355e-08 2.97342686e-08 6.32743752e-08 3.71086138e-08]
[7 0 0 0],[8.60146574e-08 8.23125718e-08 6.10215755e-08 7.38104759e-08]
[4 0 0 0],[9.73414705e-08 1.01010342e-07 3.22518924e-08 3.68704549e-08]
[5 0 0 0],[3.53867290e-08 1.33879209e-08 1.59069282e-08 1.19464813e-08]
[6 0 0 0],[0.00000000e+00 2.80461754e-06 2.32115415e-06 2.53048629e-06]
[6 3 0 0],[0.00000000e+00 6.28417692e-06 2.98647571e-06 3.69998479e-06]
[6 7 0 0],[0.00000000e+00 8.10827902e-06 4.41667696e-06 4.58700701e-06]
[6 4 0 0],[0.00000000e+00 3.41571637e-06 3.17884148e-06 5.05796312e-06]
[6 1 0 0],[0.00000000e+00 4.94980936e-06 9.27335334e-06 4.63186038e-06]
[6 5 0 0],[0.00000000e+00 4.87803094e-06 7.18533311e-07 1.10319656e-06]
[6 8 0 0],[0.00000000e+00 6.29424422e-05 2.32207132e-05 2.84467814e-05]
[6 6 0 0],[0.         0.         0.00020502 0.00018678]
[6 6 3 0],[0.         0.         0.00048421 0.00030799]
[6 6 4 0],[0.         0.         0.00026359 0.00052549]
[6 6 1 0],[0.         0.         0.00025392 0.00049594]
[6 6 7 0],[0.         0.         0.00027381 0.00069121]
[6 6 6 0],[0.         0.         0.         0.02230442]
[6 6 6 3],[0.         0.         0.         0.04596645]
[6 6 6 7],[0.         0.         0.         0.08919709]
[6 6 6 4],[0.         0.         0.         0.06104347]
[6 6 6 1],[0.         0.         0.         0.06054732]
[6 6 6 8],[0.         0.         0.         0.31305093]
[6 6 6 6],[0. 0. 0. 0.]
[6 1 3 0],[0.00000000e+00 4.91717803e-06 1.01765022e-05 1.89813771e-05]
[6 4 3 0],[0.00000000e+00 6.27064367e-06 4.29136478e-06 1.40557795e-05]
[6 7 3 0],[0.00000000e+00 3.97850791e-06 1.68727673e-05 0.00000000e+00]
[6 8 3 0],[0.00000000e+00 2.39148232e-05 5.24024744e-05 1.18425841e-05]
[6 6 5 0],[0.         0.         0.00036332 0.00012658]
[6 6 8 0],[0.         0.         0.00291083 0.00334139]
[6 0 0 3],[0.00000000e+00 3.03949997e-06 2.39266582e-06 2.95929154e-06]
[6 0 0 1],[0.00000000e+00 3.06002590e-06 2.70019024e-06 2.94117884e-06]
[6 3 0 1],[0.00000000e+00 4.34626919e-06 2.35560253e-06 5.66767866e-06]
[6 2 0 2],[0.00000000e+00 1.03297251e-05 1.62016428e-07 6.67162467e-06]
[6 1 0 1],[0.00000000e+00 4.74858576e-06 5.67126289e-06 4.63653806e-06]
[6 7 0 1],[0.00000000e+00 7.22044664e-06 1.85160199e-07 6.45995792e-06]
[6 8 0 1],[0.00000000e+00 7.30110721e-05 5.87733355e-05 4.30372352e-05]
[6 8 0 4],[0.00000000e+00 9.41590699e-05 1.62605093e-05 4.02387810e-05]
[6 6 0 4],[0.         0.         0.00021133 0.00030449]
[6 6 0 1],[0.         0.         0.0004247  0.00031579]
[6 6 0 7],[0.         0.         0.00045676 0.0004316 ]
[3 3 0 0],[3.43628750e-08 1.02008181e-07 8.45682372e-09 1.35178025e-08]
[5 3 0 0],[3.64307066e-08 1.30808249e-08 2.77038676e-09 0.00000000e+00]
[0 3 0 0],[2.66365026e-08 5.96559090e-08 2.41438703e-08 1.26243272e-08]
[4 3 0 0],[4.66255091e-08 2.37316641e-07 2.71397982e-08 2.21229954e-08]
[7 3 0 0],[3.88367962e-08 1.27271793e-07 1.49484378e-07 1.72458496e-08]
[1 3 0 0],[3.89484210e-08 1.16187642e-07 3.35228671e-08 4.31808144e-08]
