0b0,[0.         0.         0.         0.         0.73283615]
0b1,[ 0.          0.          0.         -9.50580671  0.85268935]
0b10,[0.         0.         1.41709261 0.         0.70342672]
0b11,[ 0.          0.          1.41419269 -9.52771184  0.73901366]
0b100,[0.         1.41594918 0.         0.         0.75509397]
0b101,[ 0.          1.40470679  0.         -9.25395325  0.68364102]
0b110,[0.         1.4054255  1.46389626 0.         0.71999853]
0b111,[ 0.          0.40575374  1.57640634 -0.96572785  0.24604669]
0b1000,[1.42624083 0.         0.         0.         0.7775726 ]
0b1001,[ 1.48257815  0.          0.         -9.42866194  0.72305482]
0b1010,[1.56463287 0.         1.41979866 0.         0.69446385]
0b1011,[ 1.5092129   0.          0.90854946 -5.80193848  0.34057244]
0b1100,[1.47421026 1.55396637 0.         0.         0.75934486]
0b1101,[ 1.45286728  0.          0.         -0.92101337  0.22910975]
0b1110,[1.4624995  1.23419839 0.89712525 0.         0.56019814]
0b1111,[0.29687527 0.         0.         0.         0.        ]
